title,company_name,need_level,need_grade,region,employ_type,rank,pay,section
데이터마케팅코리아,(주)데이터마케팅코리아 데이터 엔지니어링 직무 채용,경력3년↑,초대졸↑,강남구,정규직,주임~대리급,,DE
필라넷,(주)필라넷 Microsoft Engineer 채용,경력무관,학력무관,강남구,정규직,이상,"2,500만원",DE
㈜잘레시아,"DW 개발자 - Microsoft Fabric, Azure 기반 DW",경력5년↑,대졸↑,서초구,정규직,과장~차장급,"4,500~6,000만원",DE
㈜한국정보기술단,데이터표준품질부문 경력채용 (정규직),경력3년↑,대졸↑,서초구,정규직,,,DE
㈜커넥트웨이브,[커넥트웨이브] 메이크샵 데이터 엔지니어 채용(경력),경력3년↑,학력무관,금천구,정규직,,,DE
넛지헬스케어㈜,[캐시워크] 데이터분석가 - 석사/박사,경력무관,석사↑,강남구,정규직,,,DE
데이터마케팅코리아,(주)데이터마케팅코리아 데이터컨설팅(경력) 직무 채용,경력3년↑,대졸↑,강남구,정규직,팀원,,DE
㈜스카이오토넷,(주)스카이오토넷 - 영상처리 개발자 (병역특례가능),신입·경력1년↑,대졸↑,서초구,정규직,,,DE
디딤365㈜,클라우드 구축 및 운영 엔지니어 인재 채용,경력2년↑,초대졸↑,구로구,정규직,사원급,,DE
디딤365㈜,금융권 프로젝트 or 솔루션 분석/설계/관리,경력1년↑,대졸↑,구로구,정규직,,,DE
㈜타키온테크,"[타키온테크] 개발팀 인재 환영 (Delphi, MES, S/W 등)",경력2년↑,학력무관,금천구,정규직,,,DE
㈜비와이아이엔씨(BY inc.),"여의도 DBMS Oracle,SQL상주유지보수 금융기관 초/중급기술자모십니다.",경력5년↑,초대졸↑,영등포구,정규직,주임~대리급,,DE
㈜메디아크,백엔드 개발자 채용,경력5년↑,학력무관,마포구,정규직,팀장/매니저/실장,"5,000~8,000만원",DE
㈜온고테크,"IT인프라(클라우드) PM, PL, 컨설팅 경력 채용",경력3년↑,초대졸↑,성동구,정규직,과장~차장급,,DE
㈜새롬정보시스템,"생성형AI 모델 서빙 개발(Python, PyTorch) 및 텍스트마이닝 경력사원 채용 공고",경력2년↑,초대졸↑,금천구,정규직,,,DE
㈜위키드스톰,연구소 AI팀 개발 팀장급 채용,경력10년↑,대졸↑,강서구,정규직,과장~차장급,,DE
피플앤드테크놀러지,"[피플앤드테크놀러지] 시스템엔지니어(SE,SI) 모집",신입·경력2년↑,학력무관,강남구,정규직,팀원,,DE
㈜퍼블릭에이아이,[ 퍼블릭에이아이 ] MLops 플랫폼 엔지니어,신입·경력3년↑,학력무관,서초구,정규직,사원급,,DE
㈜코세틱,[cosetic] 데이터 엔지니어 채용,경력무관,초대졸↑,중구,정규직,,,DE
㈜아이넷캅,[경력·전문연] 딥러닝/머신러닝 개발자 채용(내일채움공제가능),신입·경력1년↑,대졸↑,송파구,정규직,,,DE
㈜부동산플래닛,[데이터분석가] Data Analyst 채용,신입·경력,석사↑,강남구,정규직,,,DE
디딤365㈜,클라우드 SA 신입 및 경력사원 영입,신입·경력3년↑,초대졸↑,구로구,정규직,,,DE
메타빌드㈜,메타빌드(주) AI 개발자 인재 채용,경력무관,대졸↑,서초구,정규직,,,DE
넛지헬스케어㈜,[캐시워크] 데이터분석 담당 채용전환형 인턴,신입,대졸↑,강남구,인턴,사원급,,DE
대상정보기술㈜,[대상정보기술] 각 부문별 신입ㆍ경력 채용,신입·경력,학력무관,광진구,정규직,,,DE
㈜위즈코리아,24년도 하반기 직무별 신입/경력 정기채용,신입·경력3년↑,초대졸↑,강서구,정규직,,,DE
㈜시스원,2025년 (주)시스원 신입 및 경력사원 공채,신입·경력,초대졸↑,강서구,정규직,,,DE
현대엘리베이터,우수 인재 상시 채용 (안전),신입·경력,,종로구,,,,DE
현대엘리베이터,우수 인재 상시 채용 (경영지원),신입·경력,,종로구,,,,DE
현대엘리베이터,우수 인재 상시 채용 (경영관리),신입·경력,,종로구,,,,DE
현대엘리베이터,우수 인재 상시 채용 (기술지원),신입·경력,,종로구,,,,DE
현대엘리베이터,우수 인재 상시 채용 (영업),신입·경력,,종로구,,,,DE
현대엘리베이터,우수 인재 상시 채용 (DT),신입·경력,,종로구,,,,DE
현대엘리베이터,우수 인재 상시 채용 (제조),신입·경력,,종로구,,,,DE
현대엘리베이터,우수 인재 상시 채용 (설계),신입·경력,,종로구,,,,DE
현대엘리베이터,우수 인재 상시 채용 (R&D),신입·경력,,종로구,,,,DE
현대엘리베이터,우수 인재 상시 채용,신입·경력,,종로구,,,,DE
에이케이아이에스㈜,[애경그룹] AK아이에스 Cloud 사업 경력 모집,경력4년↑,학력무관,마포구,정규직,,,DE
BGF리테일,경력사원 상시채용(인재DB 등록) - 안전보건관리,경력,대졸↑,강남구,,,,DE
BGF리테일,경력사원 상시채용(인재DB 등록) - 인사,경력,대졸↑,강남구,,,,DE
BGF리테일,경력사원 상시채용(인재DB 등록) - 법무,경력,대졸↑,강남구,,,,DE
BGF리테일,경력사원 상시채용(인재DB 등록) - IR,경력,대졸↑,강남구,,,,DE
BGF리테일,경력사원 상시채용(인재DB 등록) - 재무/회계,경력,대졸↑,강남구,,,,DE
BGF리테일,경력사원 상시채용(인재DB 등록) - SCM,경력,대졸↑,강남구,,,,DE
BGF리테일,경력사원 상시채용(인재DB 등록) - 물류인프라,경력,대졸↑,강남구,,,,DE
BGF리테일,경력사원 상시채용(인재DB 등록) - MD,경력,대졸↑,강남구,,,,DE
BGF리테일,경력사원 상시채용(인재DB 등록) - 디자인,경력,대졸↑,강남구,,,,DE
BGF리테일,경력사원 상시채용(인재DB 등록) - 빅데이터,경력,대졸↑,강남구,,,,DE
BGF리테일,경력사원 상시채용(인재DB 등록) - 마케팅,경력,대졸↑,강남구,,,,DE
BGF리테일,경력사원 상시채용(인재DB 등록) - 보안,경력,대졸↑,강남구,,,,DE
BGF리테일,경력사원 상시채용(인재DB 등록) - 점포기기 개발운영,경력,대졸↑,강남구,,,,DE
BGF리테일,경력사원 상시채용(인재DB 등록) - 멤버십,경력,대졸↑,강남구,,,,DE
BGF리테일,경력사원 상시채용(인재DB 등록) - 앱개발,경력,대졸↑,강남구,,,,DE
BGF리테일,경력사원 상시채용(인재DB 등록) - 웹개발,경력,대졸↑,강남구,,,,DE
BGF리테일,경력사원 상시채용(인재DB 등록) - 인프라,경력,대졸↑,강남구,,,,DE
BGF리테일,경력사원 상시채용(인재DB 등록) - 기획,경력,대졸↑,강남구,,,,DE
BGF리테일,경력사원 상시채용(인재DB 등록) - UX/UI,경력,대졸↑,강남구,,,,DE
BGF리테일,경력사원 상시채용(인재DB 등록) - 온라인,경력,대졸↑,강남구,,,,DE
BGF리테일,경력사원 상시채용(인재DB 등록),경력,대졸↑,강남구,,,,DE
㈜이스트소프트,[채용 연계형] 정보보안/AI 서비스 기획/백엔드개발/인프라보안 부트캠프 교육생 모집,신입·경력,학력무관,서초구,연수생/교육생,,,DE
㈜누리미디어,[개발운영] 시니어 AI 개발자 (경력),경력7년↑,학력무관,마포구,정규직,,,DE
㈜누리미디어,[개발운영] 주니어 AI 개발자 (경력),경력3년↑,학력무관,마포구,정규직,,,DE
㈜크래프톤,[Infra Div.] Database Engineer (5년 이상),경력,,강남구,,,,DE
㈜제이투이,"[ETL SI 잠실] 차세대 BI 시스템 구축, NIFI, 12개월 (2)",경력10년↑,초대졸↑,송파구,프리랜서,,,DE
엠플러스정보시스템㈜,OO화학 차세대 POS 시스템 구축,경력4년↑,학력무관,강남구,프리랜서,,,DE
㈜스톤빌드,Python을 이용한 Data Migration,경력9년↑,학력무관,강남구,프리랜서,이상(월),750만원,DE
에스제이티에이치,빅데이터 분석 설계 (오픈 소스 분석 가능자),경력5년↑,학력무관,중구,프리랜서,,,DE
㈜필그림소프트,김포공항.DB모델링.설계.즉시-운영.고급1명,경력10년↑,초대졸↑,강서구,프리랜서,,,DE
휴먼교육센터,"[휴먼교육센터] AI, 빅데이터 강사 채용(서울 영등포센터)",경력3년↑,초대졸↑,영등포구,프리랜서,,,DE
㈜윈스,[서대문/25.3월 투입] 농협생명 빅데이터시스템 운영 및 개발 SM 프리랜서,경력3년↑,학력무관,서대문구,프리랜서,,,DE
애드인에듀,자율주행 인공지능 로봇분야 양성 교육생 모집,경력무관,학력무관,금천구,연수생/교육생,,,DE
㈜한국소프트웨어아이엔씨,"[국비지원 무료 IT취업과정]JAVA자바/빅데이터/취업연계/훈련수당지급/기초부터 기업현업실무까지(초보자,비전공자 가능)",경력무관,고졸↑,금천구,연수생/교육생,,,DE
캐롯손해보험㈜,부문별 경력직 대규모 채용,경력1년↑,학력무관,정규직,,,,DS
㈜와치텍,[㈜와치텍] 2025년 상반기 인재 채용,신입·경력,초대졸↑,영등포구,정규직,,,DS
우리에프아이에스㈜,2024년 경력사원 채용 공고,경력3년↑,학력무관,마포구,정규직,,,DS
㈜에스엠피엠씨,[신세계그룹 관계사] 부문별 경력 채용,경력3년↑,학력무관,강남구,정규직,,,DS
잡코리아(유),[잡코리아] Data Scientist (5년 이상),경력5년↑,대졸↑,서초구,정규직,,,DS
한국유미코아배터리머티리얼즈 유한책임회사,한국유미코아 배터리머티리얼즈 하반기 각 부문별 채용,신입·경력,대졸↑,전지역,정규직,,,DS
㈜디베이스앤,[CJ그룹사] CRM 컨설팅 컨설턴트 경력직,경력3년↑,대졸↑,중구,정규직,주임~대리급,,DS
㈜디베이스앤,[CJ그룹] 데이터 분석가/사이언티스트 경력직,경력3년↑,대졸↑,중구,정규직,주임~대리급,,DS
㈜헥토이노베이션,"헥토이노베이션 직군별 채용 (서비스기획,정보보안,영업,영업지원,광고기획,서비스개발,개발,UI/UX,MD)",경력,학력무관,강남구,정규직,,,DS
주식회사 빗썸,2024 빗썸 전직군 채용,경력무관,학력무관,강남구,정규직,,,DS
(주)우아한형제들,각 부문별 경력/신입 인재영입,신입·경력,학력무관,송파구,정규직,,,DS
㈜실바코 코리아,EDA 어플리케이션 엔지니어 (기술직),경력8년↑,석사↑,강동구,정규직,,"5,000~10,000만원",DS
㈜바로팜,데이터 사이언티스트 (전문연구요원),경력1년↑,학력무관,강남구,정규직,,,DS
스펙터,데이터 사이언티스,경력3년↑,학력무관,강남구,정규직,,,DS
㈜디에스이트레이드,[DS-eTrade] DT사업부 경력직,경력3년↑,대졸↑,서초구,정규직,,"3,400~9,000만원",DS
주식회사 더 스윙,데이터 분석가(Data Analyst),경력3년↑,학력무관,용산구,정규직,,,DS
통신대안평가㈜,CSS Modeler,경력3년↑,학력무관,강남구,정규직,,,DS
㈜세종교육,"[IT취업률100프로]무료 취준생모집(국내/일본, 수도권무료숙식 제공/비전공자 가능) 국비무료교육 취업준비",신입·경력,학력무관,강남구,연수생/교육생,,,DS
휴먼교육센터,[국비무료/기숙사무료] 파이썬/데이터분석/인공지능/풀스택(무료숙식제공),신입·경력,학력무관,영등포구,연수생/교육생,,,DS
한국ICT인재개발원,[국비무료IT취업교육]JAVA웹앱/프론트엔드/백엔드/풀스택/빅데이터/인공지능 외 자바개발자취업교육과정/준,신입·경력,고졸↑,연수생/교육생,,,,DS
㈜미래엔,데이터 사이언티스트 채용,경력,서초구,정규직,,,,DS
㈜미래엔,데이터 엔지니어 채용,경력,서초구,정규직,,,,DS
(주)엠포스,[엠포스] 데이터 분석가 경력직 채용,경력2년↑,학력무관,서초구,정규직,,,DS
㈜글로벌엠이엠,[아이디병원] 글로벌 영업관리팀 데이터관리 팀원 채용,신입·경력1년↑,학력무관,강남구,정규직,사원급,,DS
㈜인라이플,[주4.5일근무] 데이터 분석 및 기획자 채용,경력2년↑,학력무관,구로구,정규직,,,DS
서울아산병원,[서울아산병원 연구중심육성과제] AI Scientist 채용,경력,석사↑,송파구,계약직,팀원,,DS
㈜토마토시스템,[(주)토마토시스템] AI데이터 분석 부문 채용(경력),경력3년↑,대졸↑,강남구,정규직,,,DS
㈜비아이매트릭스,[코스닥기업] 업무시스템 개발자 채용,경력5년↑,초대졸↑,강남구,정규직,과장~차장급,,DS
동국시스템즈㈜,[동국시스템즈] IT 인프라(DB / WAS) 운영 담당자 채용 (경력),경력,대졸↑,중구,정규직,사원급,,DS
㈜피엠그로우,[피엠그로우] 데이터 사이언티스트 채용 (전기차 배터리),경력5년↑,대졸↑,서초구,정규직,팀원,,DS
㈜피엠그로우,[피엠그로우] 데이터 분석가 채용 (전기차 배터리),경력2년↑,대졸↑,서초구,정규직,팀원,,DS
㈜하나투어,하나투어 CRM기획팀 경력직 채용,경력3년↑,학력무관,종로구,정규직,,,DS
㈜와이비에스,도시/교통분야 빅데이터 분석 및 AI 알고리즘/모델 구현 경력직 모집,경력,대졸↑,관악구,정규직,,,DS
티맵모빌리티㈜,"[티맵모빌리티] 개발자 채용 (CE, BE, DevOps, Search, DA, 개발PM)",경력2년↑,초대졸↑,중구,정규직,,,DS
더치트주식회사,데이터 애널리스트 / 데이터분석 전문가 / 통계 전문가 / Data Analyst (통,경력무관,대졸↑,구로구,정규직,,"3,000~10,000만원",DS
데브시스터즈㈜,[기술본부] Machine Learning Engineer (경력),경력3년↑,학력무관,강남구,정규직,,,DS
㈜비바리퍼블리카,[토스페이먼츠] Data Analyst (전사 전략),경력,학력무관,강남구,정규직,,,DS
㈜비바리퍼블리카,[토스페이먼츠] Data Analyst (공통),경력,학력무관,강남구,정규직,,,DS
㈜칸타코리아,[칸타코리아] 월드패널 사업부 Data Quality Analyst (attractive offer제,경력2년↑,대졸↑,영등포구,정규직,,,DS
㈜포이시스,[본사] Dashboard 구현을 위한 Tableau 시각화 & 데이터 분석 경력직 채용,경력무관,대졸↑,금천구,정규직,사원급,,DS
캐롯손해보험㈜,부문별 경력직 대규모 채용,경력1년↑,학력무관,정규직,,,,DS
㈜와치텍,[㈜와치텍] 2025년 상반기 인재 채용,신입·경력,초대졸↑,영등포구,정규직,,,DS
우리에프아이에스㈜,2024년 경력사원 채용 공고,경력3년↑,학력무관,마포구,정규직,,,DS
㈜에스엠피엠씨,[신세계그룹 관계사] 부문별 경력 채용,경력3년↑,학력무관,강남구,정규직,,,DS
잡코리아(유),[잡코리아] Data Scientist (5년 이상),경력5년↑,대졸↑,서초구,정규직,,,DS
한국유미코아배터리머티리얼즈 유한책임회사,한국유미코아 배터리머티리얼즈 하반기 각 부문별 채용,신입·경력,대졸↑,전지역,정규직,,,DS
㈜디베이스앤,[CJ그룹사] CRM 컨설팅 컨설턴트 경력직,경력3년↑,대졸↑,중구,정규직,주임~대리급,,DS
㈜디베이스앤,[CJ그룹] 데이터 분석가/사이언티스트 경력직,경력3년↑,대졸↑,중구,정규직,주임~대리급,,DS
㈜헥토이노베이션,"헥토이노베이션 직군별 채용 (서비스기획,정보보안,영업,영업지원,광고기획,서비스개발,개발,UI/UX,MD)",경력,학력무관,강남구,정규직,,,DS
주식회사 빗썸,2024 빗썸 전직군 채용,경력무관,학력무관,강남구,정규직,,,DS
(주)우아한형제들,각 부문별 경력/신입 인재영입,신입·경력,학력무관,송파구,정규직,,,DS
㈜실바코 코리아,EDA 어플리케이션 엔지니어 (기술직),경력8년↑,석사↑,강동구,정규직,,"5,000~10,000만원",DS
㈜바로팜,데이터 사이언티스트 (전문연구요원),경력1년↑,학력무관,강남구,정규직,,,DS
스펙터,데이터 사이언티스,경력3년↑,학력무관,강남구,정규직,,,DS
㈜디에스이트레이드,[DS-eTrade] DT사업부 경력직,경력3년↑,대졸↑,서초구,정규직,,"3,400~9,000만원",DS
주식회사 더 스윙,데이터 분석가(Data Analyst),경력3년↑,학력무관,용산구,정규직,,,DS
통신대안평가㈜,CSS Modeler,경력3년↑,학력무관,강남구,정규직,,,DS
㈜세종교육,"[IT취업률100프로]무료 취준생모집(국내/일본, 수도권무료숙식 제공/비전공자 가능) 국비무료교육 취업준비",신입·경력,학력무관,강남구,연수생/교육생,,,DS
휴먼교육센터,[국비무료/기숙사무료] 파이썬/데이터분석/인공지능/풀스택(무료숙식제공),신입·경력,학력무관,영등포구,연수생/교육생,,,DS
한국ICT인재개발원,[국비무료IT취업교육]JAVA웹앱/프론트엔드/백엔드/풀스택/빅데이터/인공지능 외 자바개발자취업교육과정/준,신입·경력,고졸↑,연수생/교육생,,,,DS
㈜미래엔,데이터 사이언티스트 채용,경력,서초구,정규직,,,,DS
㈜미래엔,데이터 엔지니어 채용,경력,서초구,정규직,,,,DS
(주)엠포스,[엠포스] 데이터 분석가 경력직 채용,경력2년↑,학력무관,서초구,정규직,,,DS
㈜글로벌엠이엠,[아이디병원] 글로벌 영업관리팀 데이터관리 팀원 채용,신입·경력1년↑,학력무관,강남구,정규직,사원급,,DS
㈜인라이플,[주4.5일근무] 데이터 분석 및 기획자 채용,경력2년↑,학력무관,구로구,정규직,,,DS
서울아산병원,[서울아산병원 연구중심육성과제] AI Scientist 채용,경력,석사↑,송파구,계약직,팀원,,DS
㈜토마토시스템,[(주)토마토시스템] AI데이터 분석 부문 채용(경력),경력3년↑,대졸↑,강남구,정규직,,,DS
㈜비아이매트릭스,[코스닥기업] 업무시스템 개발자 채용,경력5년↑,초대졸↑,강남구,정규직,과장~차장급,,DS
동국시스템즈㈜,[동국시스템즈] IT 인프라(DB / WAS) 운영 담당자 채용 (경력),경력,대졸↑,중구,정규직,사원급,,DS
㈜피엠그로우,[피엠그로우] 데이터 사이언티스트 채용 (전기차 배터리),경력5년↑,대졸↑,서초구,정규직,팀원,,DS
㈜피엠그로우,[피엠그로우] 데이터 분석가 채용 (전기차 배터리),경력2년↑,대졸↑,서초구,정규직,팀원,,DS
㈜하나투어,하나투어 CRM기획팀 경력직 채용,경력3년↑,학력무관,종로구,정규직,,,DS
㈜와이비에스,도시/교통분야 빅데이터 분석 및 AI 알고리즘/모델 구현 경력직 모집,경력,대졸↑,관악구,정규직,,,DS
티맵모빌리티㈜,"[티맵모빌리티] 개발자 채용 (CE, BE, DevOps, Search, DA, 개발PM)",경력2년↑,초대졸↑,중구,정규직,,,DS
더치트주식회사,데이터 애널리스트 / 데이터분석 전문가 / 통계 전문가 / Data Analyst (통,경력무관,대졸↑,구로구,정규직,,"3,000~10,000만원",DS
데브시스터즈㈜,[기술본부] Machine Learning Engineer (경력),경력3년↑,학력무관,강남구,정규직,,,DS
㈜비바리퍼블리카,[토스페이먼츠] Data Analyst (전사 전략),경력,학력무관,강남구,정규직,,,DS
㈜비바리퍼블리카,[토스페이먼츠] Data Analyst (공통),경력,학력무관,강남구,정규직,,,DS
㈜칸타코리아,[칸타코리아] 월드패널 사업부 Data Quality Analyst (attractive offer제,경력2년↑,대졸↑,영등포구,정규직,,,DS
㈜포이시스,[본사] Dashboard 구현을 위한 Tableau 시각화 & 데이터 분석 경력직 채용,경력무관,대졸↑,금천구,정규직,사원급,,DS
㈜스피링크,AI 학습 데이터 설계/구축 PM(프로젝트 매니저),경력5년↑,대졸↑,중구,정규직,,,DS
㈜에크네,데이터 수집 팀원 모집,경력무관,학력무관,마포구,정규직,사원급,,DS
㈜스피랩,경력 AI 개발자 채용,경력,학력무관,강남구,정규직,,,DS
마크클라우드,데이터 분석 및 모델 개발 인턴 모집,경력무관,대졸↑,강남구,인턴,,,DS
한국일보사,[경력]한국일보 데이터 분석 계약직 사원 채용(-12/17),경력2년↑,대졸↑,중구,계약직,,,DS
넛지헬스케어㈜,[캐시워크-병역특례] 데이터분석 담당 산업기능요원,경력무관,학력무관,강남구,병역특례,,,DS
㈜헬스허브,"Excel 전문가, RPA 직무 채용",경력무관,초대졸↑,마포구,인턴,팀원,,DS
펑타이그레이터차이나,[PTKOREA] 글로벌 빅데이터 플랫폼 BI 대시보드 기획/운영 (Data Analysis),경력3년↑,대졸↑,강남구,정규직,,,DS
㈜덴컴,[음성 AI 기업 덴컴] 치과 AI 솔루션 기획 치과위생사 채용,경력3년↑,대졸↑,강남구,정규직,팀원,,DS
㈜스몰머신즈,광학 기술 연구 개발 (전문연구요원 가능),경력무관,대졸↑,송파구,정규직,사원급,,DS
㈜피트릭스,[현대자동차 사내벤처 피트릭스] AI Tech Lead,경력8년↑,석사↑,강남구,정규직,팀장/매니저/실장,,DS
㈜덴컴,[음성 AI 기업 덴컴] AI Team Leader 채용,경력8년↑,대졸↑,강남구,정규직,과장~차장급,,DS
㈜덴컴,[음성 AI 기업 덴컴] ML Optimization 엔지니어 채용,경력3년↑,대졸↑,강남구,정규직,팀원,,DS
㈜밀버스,[밀버스] CRM 및 브랜드 마케터(리드급),경력7년↑,대졸↑,강남구,정규직,팀장/매니저/실장,,DS
㈜아이넥스코퍼레이션,의료 영상분야 신입 AI개발자 채용(삼성동 근무),경력무관,대졸↑,강남구,정규직,,,DS
㈜에이브랩스,데이터 분석 (Data Scientist) 채용,신입·경력,학력무관,용산구,정규직,,"3,800~9,000만원",DS
㈜인포시즈,[병역특례] AI Engineer 모집,신입,대졸↑,강남구,정규직,,,DS
㈜에이데이타,데이터 이행/ETL 개발 PL 경력직 채용합니다.,경력,대졸↑,성동구,정규직,,,DS
한국평가데이터㈜,[DB분석 및 마케팅] 한국평가데이터 계약직원 채용,경력무관,대졸↑,영등포구,계약직,,,DS
에이스아메리칸화재해상보험㈜,[라이나손해보험] Data Analyst (과장),경력7년↑,대졸↑,종로구,정규직,과장~차장급,,DS
